Sample,Density,Proposed Sample,Proposed Density
0.0,0.19947114020071635,0.0,0.19947114020071635
0.0,0.19947114020071635,-4.255474860572261,2.3310215540891405e-05
-1.9664092043028567,0.02885510669649663,-1.9664092043028567,0.02885510669649663
-1.9664092043028567,0.02885510669649663,2.164546882803802,0.019164085131828656
0.6649420771979091,0.1599075094582493,0.6649420771979091,0.1599075094582493
0.6649420771979091,0.1599075094582493,-5.998082640073437,3.0730865413798573e-09
0.6649420771979091,0.1599075094582493,-6.39654325605221,2.600964669389529e-10
-2.549632389270541,0.007731917605639247,-2.549632389270541,0.007731917605639247
-2.549632389270541,0.007731917605639247,7.304138120197739,5.187768564544074e-13
-1.3505662869172241,0.08013036873898385,-1.3505662869172241,0.08013036873898385
0.5959793371519397,0.16701337183198853,0.5959793371519397,0.16701337183198853
-1.0355013966367757,0.11669200103841502,-1.0355013966367757,0.11669200103841502
-1.0355013966367757,0.11669200103841502,-2.3082847668918878,0.013895711713046906
-1.0355013966367757,0.11669200103841502,3.957148595324136,7.93534831041737e-05
-1.0355013966367757,0.11669200103841502,-8.19645713164,5.146521341290651e-16
-1.601633790247694,0.05531555573594948,-1.601633790247694,0.05531555573594948
0.22920911695464952,0.19429957238241907,0.22920911695464952,0.19429957238241907
0.22920911695464952,0.19429957238241907,-6.306667198828303,4.6031444119648177e-10
0.22920911695464952,0.19429957238241907,-9.654321899374487,1.1493948319045505e-21
1.0283699944266267,0.11755392241658526,1.0283699944266267,0.11755392241658526
-0.4710946191432279,0.17852068826083634,-0.4710946191432279,0.17852068826083634
-0.4710946191432279,0.17852068826083634,4.376115000870332,1.384928482032583e-05
0.7480544704800804,0.1507882929819973,0.7480544704800804,0.1507882929819973
0.7480544704800804,0.1507882929819973,2.110180481799489,0.02152550976151577
0.7480544704800804,0.1507882929819973,-2.9242214387585372,0.002773566546096177
-1.0825977833946858,0.11101447352309472,-1.0825977833946858,0.11101447352309472
-0.669191384215325,0.1594548820203535,-0.669191384215325,0.1594548820203535
0.8717644568046989,0.13641243830122882,0.8717644568046989,0.13641243830122882
-0.39540983462162416,0.18447152150123564,-0.39540983462162416,0.18447152150123564
-0.39540983462162416,0.18447152150123564,5.684259719374214,1.921662605199105e-08
-0.39540983462162416,0.18447152150123564,11.520436410280723,2.640501886605733e-21
-0.39540983462162416,0.18447152150123564,6.852222347109042,1.271089951665158e-11
-0.39540983462162416,0.18447152150123564,-8.024956186860113,2.068305722602537e-15
-0.39540983462162416,0.18447152150123564,-9.128623882676228,1.6018257259657775e-19
-0.39540983462162416,0.18447152150123564,4.947040262375405,9.673655457060501e-07
-0.39540983462162416,0.18447152150123564,4.1252500928908,4.0228700342172617e-05
-0.39540983462162416,0.18447152150123564,-2.539805537035353,0.007927704173881014
-0.39540983462162416,0.18447152150123564,-7.2323668124636775,8.740397246200996e-13
-0.39540983462162416,0.18447152150123564,-3.988291799979983,7.011867076548787e-05
-0.39540983462162416,0.18447152150123564,10.693227225462861,8.464998443806441e-24
-0.39540983462162416,0.18447152150123564,-6.715492491890599,3.2137246926296106e-11
-0.39540983462162416,0.18447152150123564,9.887667785512605,1.175849613667725e-22
-0.39540983462162416,0.18447152150123564,10.197515633885024,5.46339655611526e-24
-0.39540983462162416,0.18447152150123564,6.640776647529169,5.2930416831195656e-11
-0.39540983462162416,0.18447152150123564,8.395581742676372,9.864717161474694e-17
-0.39540983462162416,0.18447152150123564,7.337826303900634,4.053874384783843e-13
-0.39540983462162416,0.18447152150123564,-6.271963175546241,5.725925400989106e-10
-0.39540983462162416,0.18447152150123564,3.935481006604628,8.643731485987176e-05
1.221389718687811,0.09461094270280679,1.221389718687811,0.09461094270280679
1.221389718687811,0.09461094270280679,-5.283253132314489,1.7326085532857963e-07
